tool.by;name;"cost for user";"cost 2 ";manufacturer;f8;f3;rating;f5;f7;f9;f10;enabled;url;title;description;keywords;anons
24072;"Минимойка высокого давления KARCHER K 6.550";667;734;23996;;;;;;;;;K6,550;"Минимойка высокого давления KARCHER K 6.550 купить в Минске!";"Минимойка высокого давления KARCHER K 6.550 купить в Минске!";"Минимойка высокого давления KARCHER K 6.550 купить в Минске!";"2500 Вт, 550 л/ч, давление - 150 бар, алюминиевая помпа, вода до 60°С
"
24074;"Минимойка высокого давления KARCHER K 6.91 MD";590;650;23996;;;;;;;;;K6,91MD;"Минимойка высокого давления KARCHER K 6.91 MD Купить в Минске!";"Минимойка высокого давления KARCHER K 6.91 MD Купить в Минске!";"Минимойка высокого давления KARCHER K 6.91 MD Купить в Минске!";"2500 Вт, 550 л/ч, давление - 150 бар, алюминиевая помпа, вода до 60°С
"
24076;"Минимойка высокого давления KARCHER K 7.650";800;880;23996;;;;;;;;;K7,650;"Минимойка высокого давления KARCHER K 7.650 Купить в Минске!";"Минимойка высокого давления KARCHER K 7.650 Купить в Минске!";"Минимойка высокого давления KARCHER K 7.650 Купить в Минске!";"3000 Вт, 600 л/ч, давление - 160 бар, алюминиевая помпа, вода до 60°С
"
24078;"Минимойка высокого давления KARCHER K 7.750";904;995;23996;;;;;;;;;K7,750;"Минимойка высокого давления KARCHER K 7.750 Купить в Минске!";"Минимойка высокого давления KARCHER K 7.750 Купить в Минске!";"Минимойка высокого давления KARCHER K 7.750 Купить в Минске!";"3000 Вт, 600 л/ч, давление - 160 бар, латуневая помпа, вода до 60°С
"
24080;"Минимойка высокого давления Annovi Reverberi Blue Clean 965";1117;1222;24172;;;;;;;;;AR965;"Минимойка высокого давления Annovi Reverberi Blue Clean 965 Купить в Минске!";"Минимойка высокого давления Annovi Reverberi Blue Clean 965 Купить в Минске!";"Минимойка высокого давления Annovi Reverberi Blue Clean 965 Купить в Минске!";"380 В !!!  6600 Вт, 900 л/ч, давление - 150 бар, латуневая помпа, вода до 60°С
"
24082;"Минимойка высокого давления Annovi Reverberi Blue Clean 777";1320;1540;24172;;;;;;;;;AR777;"Минимойка высокого давления Annovi Reverberi Blue Clean 777 Купить в Минске!";"Минимойка высокого давления Annovi Reverberi Blue Clean 777 Купить в Минске!";"Минимойка высокого давления Annovi Reverberi Blue Clean 777 Купить в Минске!";"380 В !!!  4800 Вт, 720 л/ч, давление - 150 бар, латуневая помпа, вода до 60°С
"
24089;"Пылесос с аквафильтром KARCHER DS 5.800";410;450;23996;;;;;;;;;DS5,800;"Пылесос с аквафильтром KARCHER DS 5.800 Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5.800 Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5.800 Купить в Минске!";"900 Вт, 230 мбар, водяной фильтр - 2 л
"
24091;"Пылесос с аквафильтром KARCHER DS 5600 (С турбощеткой)";388;428;23996;;;;;;;;;DS5600sh;"Пылесос с аквафильтром KARCHER DS 5600 (С турбощеткой) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 (С турбощеткой) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 (С турбощеткой) Купить в Минске!";"1400 Вт, 255 мбар, водяной фильтр - 2 л, расход воздуха - 55 л/с, с турбощеткой
"
24093;"Пылесос с аквафильтром KARCHER DS 5600 (БЕЗ ТУРБОЩЁТКИ)";410;450;23996;;;;;;;;;"DS5600 ";"Пылесос с аквафильтром KARCHER DS 5600 (БЕЗ ТУРБОЩЁТКИ) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 (БЕЗ ТУРБОЩЁТКИ) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 (БЕЗ ТУРБОЩЁТКИ) Купить в Минске!";"1400 Вт, 255 мбар, водяной фильтр - 2 л, расход воздуха - 55 л/с
"
24095;"Пылесос с аквафильтром KARCHER DS 5600 Mediclean (С турбощеткой)";388;428;23996;;;;;;;;;DS5600m;"Пылесос с аквафильтром KARCHER DS 5600 Mediclean (С турбощеткой) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 Mediclean (С турбощеткой) Купить в Минске!";"Пылесос с аквафильтром KARCHER DS 5600 Mediclean (С турбощеткой) Купить в Минске!";"1400 Вт, 255 мбар, водяной фильтр - 2 л, задерживает 99,99% провоцирующих аллергию частиц
"
24097;"Пылесос для сухой и влажной уборки KARCHER WD 3.200";122;132;23996;;;;;;;;;WD3,200;"Пылесос для сухой и влажной уборки KARCHER WD 3.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 3.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 3.200 Купить в Минске!";"1400 Вт, 210 мбар, расход воздуха - 65 л/с, шнур - 4м, стальной бак
"
24099;"Пылесос для сухой и влажной уборки KARCHER WD 2.200";106;116;23996;;;;;;;;;WD2,200;"Пылесос для сухой и влажной уборки KARCHER WD 2.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 2.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 2.200 Купить в Минске!";"1200 Вт, 200 мбар, расход воздуха - 65 л/с, шнур - 4м, пластиковый бак
"
24101;"Пылесос для сухой и влажной уборки KARCHER WD 3.300 M";155;171;23996;;;;;;;;;WD3,300M;"Пылесос для сухой и влажной уборки KARCHER WD 3.300 M Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 3.300 M Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 3.300 M Купить в Минске!";"1400 Вт, 210 мбар, расход воздуха - 68 л/с, шнур - 4м, бак из нержавеющей стали
"
24103;"Пылесос для сухой и влажной уборки KARCHER WD 4.200";210;231;23996;;;;;;;;;wd4,200;"Пылесос для сухой и влажной уборки KARCHER WD 4.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 4.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 4.200 Купить в Минске!";"1400 Вт, 210 мбар, расход воздуха - 68 л/с, шнур - 5м, пластмассовый бак
"
24105;"Пылесос для сухой и влажной уборки KARCHER WD 5.200 M";238;260;23996;;;;;;;;;wd5,200m;"Пылесос для сухой и влажной уборки KARCHER WD 5.200 M Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 5.200 M Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 5.200 M Купить в Минске!";"1600 Вт, 220 мбар, расход воздуха - 75 л/с, шнур - 6м,  бак из нержавеющей стали
"
24107;"Пылесос для сухой и влажной уборки KARCHER WD 5.300";259;285;23996;;;;;;;;;wd5,300;"Пылесос для сухой и влажной уборки KARCHER WD 5.300 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 5.300 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 5.300 Купить в Минске!";"1600 Вт, 220 мбар, расход воздуха - 75 л/с, шнур - 6м,  пластмассовый бак
"
24109;"Пылесос для сухой и влажной уборки KARCHER WD 7.200";279;307;23996;;;;;;;;;wd7,200;"Пылесос для сухой и влажной уборки KARCHER WD 7.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 7.200 Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER WD 7.200 Купить в Минске!";"1400 Вт, 210 мбар, расход воздуха - 68 л/с, шнур - 6м,  пластмассовый бак
"
24111;"Пылесос для сухой и влажной уборки KARCHER A 2206 X";161;177;23996;;;;;;;;;A2206X;"Пылесос для сухой и влажной уборки KARCHER A 2206 X Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER A 2206 X Купить в Минске!";"Пылесос для сухой и влажной уборки KARCHER A 2206 X Купить в Минске!";"1200 Вт, 190 мбар, расход воздуха - 65 л/с, шнур - 5м, пластмассовый бак
"
24113;"Пылесос для сухой уборки KARCHER VC 6300";417;459;23996;;;;;;;;;vc6300;"Пылесос для сухой уборки KARCHER VC 6300 Купить в Минске!";"Пылесос для сухой уборки KARCHER VC 6300 Купить в Минске!";"Пылесос для сухой уборки KARCHER VC 6300 Купить в Минске!";"2000 Вт, радиус действия - 10м
"
24115;"Моющий пылесос KARCHER SE 4001";349;384;23996;;;;;;;;;SE4001;"Моющий пылесос KARCHER SE 4001 Купить в Минске!";"Моющий пылесос KARCHER SE 4001 Купить в Минске!";"Моющий пылесос KARCHER SE 4001 Купить в Минске!";"1400 Вт, 210 мбар, расход воздуха - 70 л/с, шнур - 7,5м
"
24117;"Моющий пылесос KARCHER SE 3001";418;463;23996;;;;;;;;;SE3001;"Моющий пылесос KARCHER SE 3001 купить в Минске!!";"Моющий пылесос KARCHER SE 3001 купить в Минске!!";"Моющий пылесос KARCHER SE 3001 купить в Минске!!";"1400 Вт, 200 мбар, расход воздуха - 74 л/с, шнур - 5м
"
24119;"Моющий пылесос KARCHER SE 6.100";437;482;23996;;;;;;;;;SE6,100;"Моющий пылесос KARCHER SE 6.100 Купить в Минске!";"Моющий пылесос KARCHER SE 6.100 Купить в Минске!";"Моющий пылесос KARCHER SE 6.100 Купить в Минске!";"1400 Вт, 200 мбар, расход воздуха - 74 л/с, шнур - 5м
"
24121;"Моющий пылесос KARCHER SE 5.100";453;498;23996;;;;;;;;;se5,100;"Моющий пылесос KARCHER SE 5.100 Купить в Минске!";"Моющий пылесос KARCHER SE 5.100 Купить в Минске!";"Моющий пылесос KARCHER SE 5.100 Купить в Минске!";"1400 Вт, 200 мбар, расход воздуха - 74 л/с, шнур - 5м
"
24152;"Паропылесос KARCHER SV 1802";912;1006;23996;;;;;;;;;SV1802;"Паропылесос KARCHER SV 1802 Купить в Минске!";"Паропылесос KARCHER SV 1802 Купить в Минске!";"Паропылесос KARCHER SV 1802 Купить в Минске!";"2300 Вт, разрежение - 210 мбар, котел - 1,2 л,  шнур - 6м
"
24154;"Паропылесос KARCHER SV 1902";1005;1105;23996;;;;;;;;;SV1902;"Паропылесос KARCHER SV 1902 Купить в Минске!";"Паропылесос KARCHER SV 1902 Купить в Минске!";"Паропылесос KARCHER SV 1902 Купить в Минске!";"2300 Вт, разрежение - 210 мбар, котел - 1,2+0,5 л,  шнур - 6м
"
24156;"Паропылесос KARCHER SV 1905";1039;1143;23996;;;;;;;;;SV1905;"Паропылесос KARCHER SV 1905 Купить в минске!";"Паропылесос KARCHER SV 1905 Купить в минске!";"Паропылесос KARCHER SV 1905 Купить в минске!";"2300 Вт, разрежение - 210 мбар, котел - 1,2+0,5 л,  шнур - 6м, 2 резервуара для воды
"
24352;"Таль цепная Калибр ТЦ-1,5/3";90;99;5821;;;;;;;;;;"Таль цепная Калибр ТЦ-1,5/3 Купить в Минске!";"Таль цепная Калибр ТЦ-1,5/3 Купить в Минске!";"Таль цепная Калибр ТЦ-1,5/3 Купить в Минске!";"Грузоподъемность - 1500 кг
"
24591;"Мотобур Калибр БС-1500";320;370;5821;;;;;;;;;bs1500;"Мотобур садовый Калибр БС-1500 Купить в Минске!";"Мотобур садовый Калибр БС-1500 Купить в Минске!";"Мотобур садовый Калибр БС-1500 Купить в Минске!";"
"
25134;"Электрический резак-шлифователь универсальный МФЭ-260";60;69;5814;;;;;;;;;mfe-260;"Электрический резак-шлифователь универсальный МФЭ-260 1/12 Купить в Минске!";"Электрический резак-шлифователь универсальный МФЭ-260 1/12 Купить в Минске!";"Электрический резак-шлифователь универсальный МФЭ-260 1/12 Купить в Минске!";"Электронная регулировка частоты колебаний
"
25234;"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕП";70;75;5821;;;;;;;;;mcx13-3ep;"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕП Купить в Минске 130 53 10!";"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕП Купить в Минске 130 53 10!";"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕП Купить в Минске 130 53 10!";"
"
25235;"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕПБ";95;103;5821;;;;;;;;;msh13-3epb;"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕПБ Купить в Минске 130 53 10!";"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕПБ Купить в Минске 130 53 10!";"Маска сварщика-хамелеон Калибр МСХ-13/3 ЕПБ Купить в Минске 130 53 10!";"
"
25236;"Стабилизатор напряжения однофазный Калибр Мастер АСН-500/1 ЦДм";35;40;5821;;;;;;;;;asn-500-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-500/1 ЦДм Купить в Минске тел. 130 53 10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-500/1 ЦДм Купить в Минске тел. 130 53 10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-500/1 ЦДм Купить в Минске тел. 130 53 10!";"Макс мощность нагрузки 500 В, вес 3,5 кг, электронное табло
"
25237;"Стабилизатор напряжения однофазный Калибр Мастер АСН-1000/1 ЦДм";60;65;5821;;;;;;;;;asn-1000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-1000/1 ЦДм Купить в Минске 8029 130 53 10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-1000/1 ЦДм Купить в Минске 8029 130 53 10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-1000/1 ЦДм Купить в Минске 8029 130 53 10!";"
"
25238;"Стабилизатор напряжения однофазный Калибр Мастер АСН-1500/1 ЦДм";70;75;5821;;;;;;;;;asn-1500-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-1500/1 ЦДм Купить в Минске по тел 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-1500/1 ЦДм Купить в Минске по тел 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-1500/1 ЦДм Купить в Минске по тел 130-53-10!";"
"
25239;"Стабилизатор напряжения однофазный Калибр Мастер АСН-2000/1 ЦДм";90;97;5821;;;;;;;;;asn-2000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-2000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-2000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-2000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
25240;"Стабилизатор напряжения однофазный Калибр Мастер АСН-3000/1 ЦДм";110;119;5821;;;;;;;;;asn-3000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-3000/1 ЦДм Купить в Минске по тел. 130-50-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-3000/1 ЦДм Купить в Минске по тел. 130-50-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-3000/1 ЦДм Купить в Минске по тел. 130-50-10!";"
"
25241;"Стабилизатор напряжения однофазный Калибр Мастер АСН-5000/1 ЦДм";160;182;5821;;;;;;;;;asn-5000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-5000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-5000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-5000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
25242;"Стабилизатор напряжения однофазный Калибр Мастер АСН-10000/1 ЦДм";340;372;5821;;;;;;;;;asn-10000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-10000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-10000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-10000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
25243;"Стабилизатор напряжения однофазный Калибр Мастер АСН-15000/1 ЦДм";470;520;5821;;;;;;;;;asn-15000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-15000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-15000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-15000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
25244;"Стабилизатор напряжения однофазный Калибр Мастер АСН-20000/1 ЦДм";970;1020;5821;;;;;;;;;asn-20000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-20000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-20000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-20000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
38937;"Пушка тепловая газовая Ставр ПТГ-30 Э";160;190;28553;;;5;;;;;;ptg30e;"Пушка тепловая газовая Ставр ПТГ-30 Э";"Пушка тепловая газовая Ставр ПТГ-30 Э";"Пушка тепловая газовая Ставр ПТГ-30 Э";"
"
25252;"Полуавтомат сварочный Solaris TOPMIG-220";408;449;25477;;;;;;;;;topmig220;"Полуавтомат сварочный Solaris TOPMIG-220 Купить в Минске 8 029 130 53 10!";"Полуавтомат сварочный Solaris TOPMIG-220 Купить в Минске 8 029 130 53 10!";"Полуавтомат сварочный Solaris TOPMIG-220 Купить в Минске 8 029 130 53 10!";"
"
25253;"Полуавтомат сварочный Solaris MULTIMIG-220";454;497;25477;;;;;;;;;multimig220;"Полуавтомат сварочный Solaris MULTIMIG-220 Купить в Минске 8 029 130-53-10!";"Полуавтомат сварочный Solaris MULTIMIG-220 Купить в Минске 8 029 130-53-10!";"Полуавтомат сварочный Solaris MULTIMIG-220 Купить в Минске 8 029 130-53-10!";"
"
25254;"Полуавтомат сварочный Solaris MIG-200";319;350;25477;;;;;;;;;smig200;"Полуавтомат сварочный Solaris MIG-200 Купить в Минске 8 029 130-53-10!";"Полуавтомат сварочный Solaris MIG-200 Купить в Минске 8 029 130-53-10!";"Полуавтомат сварочный Solaris MIG-200 Купить в Минске 8 029 130-53-10!";"
"
25257;"Сварочный инвертор LIDER IGBT-200";210;230;25488;;;;;;;;;lider200;"Сварочный инвертор LIDER IGBT-200 Купить в Минске!";"Сварочный инвертор LIDER IGBT-200 Купить в Минске!";"Сварочный инвертор LIDER IGBT-200 Купить в Минске!";"
"
25258;"Сварочный инвертор LIDER IGBT-250";230;257;25488;;;;;;;;;lider250;"Сварочный инвертор LIDER IGBT-250 Купить в Минске! (8 029) 130 53 10";"Сварочный инвертор LIDER IGBT-250 Купить в Минске! (8 029) 130 53 10";"Сварочный инвертор LIDER IGBT-250 Купить в Минске! (8 029) 130 53 10";"
"
25259;"Сварочный инвертор LIDER IGBT-250N";235;258;25488;;;;;;;;;lider250N;"Сварочный инвертор LIDER IGBT-250N Купить в Минске +375 29 130 53 10!";"Сварочный инвертор LIDER IGBT-250N Купить в Минске +375 29 130 53 10!";"Сварочный инвертор LIDER IGBT-250N Купить в Минске +375 29 130 53 10!";"Электронное табло
"
25260;"Бензогенератор инверторный Elitech БИГ 1000";539;595;5825;;;;;;;;;big1000;"Бензогенератор инверторный Elitech БИГ 1000 Купить в Минске тел. 8 029 130 53 10!";"Бензогенератор инверторный Elitech БИГ 1000 Купить в Минске тел. 8 029 130 53 10!";"Бензогенератор инверторный Elitech БИГ 1000 Купить в Минске тел. 8 029 130 53 10!";"
"
25261;"Бензогенератор инверторный Elitech БИГ 2000";715;780;5825;;;;;;;;;big2000;"Бензогенератор инверторный Elitech БИГ 2000 Купить в Минске +375 29 130 53 10!";"Бензогенератор инверторный Elitech БИГ 2000 Купить в Минске +375 29 130 53 10!";"Бензогенератор инверторный Elitech БИГ 2000 Купить в Минске +375 29 130 53 10!";"
"
25262;"Бензогенератор инверторный Elitech БИГ 2000Н";792;865;5825;;;;;;;;;big2000h;"Бензогенератор инверторный Elitech БИГ 2000Н Купить в Минске 8 029 130 53 10!";"Бензогенератор инверторный Elitech БИГ 2000Н Купить в Минске 8 029 130 53 10!";"Бензогенератор инверторный Elitech БИГ 2000Н Купить в Минске 8 029 130 53 10!";"
"
25263;"Бензогенератор инверторный Калибр БЭГ-2800ИК";800;850;5821;;;;;;;;;BEG-2800ik;"Бензогенератор инверторный Калибр БЭГ-2800ИК Купить в Минске +37529 130-53-10!";"Бензогенератор инверторный Калибр БЭГ-2800ИК Купить в Минске +37529 130-53-10!";"Бензогенератор инверторный Калибр БЭГ-2800ИК Купить в Минске +37529 130-53-10!";"
"
25264;"Пуско-зарядное устройство TELWIN ProStart 2212";249;274;39246;;;;;;;;;ps2212;"Пуско-зарядное устройство TELWIN Pro Start 2212 Купить в Минске 130 53 10!";"Пуско-зарядное устройство TELWIN Pro Start 2212 Купить в Минске 130 53 10!";"Пуско-зарядное устройство TELWIN Pro Start 2212 Купить в Минске 130 53 10!";"
"
25265;"Устройство пуско-зарядное Юнимастер МАСТЕР УПЗ-40М";120;134;5813;;;;;;;;;upz40m;"Устройство пуско-зарядное Юнимастер МАСТЕР УПЗ-40М Купить в Минске 8029 130-53-10!";"Устройство пуско-зарядное Юнимастер МАСТЕР УПЗ-40М Купить в Минске 8029 130-53-10!";"Устройство пуско-зарядное Юнимастер МАСТЕР УПЗ-40М Купить в Минске 8029 130-53-10!";"
"
25266;"Зарядное устройство инверторное Калибр ЗУИ-4";70;75;5821;;;;;;;;;zui-4;"Зарядное устройство инверторное Калибр ЗУИ-4 Купить в Минске 8029 130-53-10!";"Зарядное устройство инверторное Калибр ЗУИ-4 Купить в Минске 8029 130-53-10!";"Зарядное устройство инверторное Калибр ЗУИ-4 Купить в Минске 8029 130-53-10!";"
"
25604;"Стабилизатор напряжения однофазный Калибр Мастер АСН-7000/1 ЦДм";295;320;5821;;;;;;;;;asn-7000-1cdm;"Стабилизатор напряжения однофазный Калибр Мастер АСН-7000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-7000/1 ЦДм Купить в Минске по тел. 130-53-10!";"Стабилизатор напряжения однофазный Калибр Мастер АСН-7000/1 ЦДм Купить в Минске по тел. 130-53-10!";"
"
26078;"Универсальная струбцина Калибр УС-910";58;57;5821;;;;;;;;;us910;"Универсальная струбцина Калибр УС-910 Купить в Минске по тел. 029 130-53-10!";"Универсальная струбцина Калибр УС-910 Купить в Минске по тел. 029 130-53-10!";"Универсальная струбцина Калибр УС-910 Купить в Минске по тел. 029 130-53-10!";"
"
26079;"Универсальная струбцина Калибр УС-600";35;38;5821;;;;;;;;;us600;"Универсальная струбцина Калибр УС-600 Купить в Минске!";"Универсальная струбцина Калибр УС-600 Купить в Минске!";"Универсальная струбцина Калибр УС-600 Купить в Минске!";"
"
26080;"Универсальная струбцина Калибр УС-455";33;37;5821;;;;;;;;;;"Универсальная струбцина Калибр УС-455 Купить на tool.by по тел 130-53-10!";"Универсальная струбцина Калибр УС-455 Купить на tool.by по тел 130-53-10!";"Универсальная струбцина Калибр УС-455 Купить на tool.by по тел 130-53-10!";"
"
26081;"Универсальная струбцина Калибр УС-300";31;34;5821;;;;;;;;;us300;"Универсальная струбцина Калибр УС-300 Купить в Минске по тел 130-53-10!";"Универсальная струбцина Калибр УС-300 Купить в Минске по тел 130-53-10!";"Универсальная струбцина Калибр УС-300 Купить в Минске по тел 130-53-10!";"
"
26082;"Универсальная струбцина Калибр УС-150";20;22;5821;;;;;;;;;us250;"Универсальная струбцина Калибр УС-150 Купить вна tool.by по тел (029) 130-53-10!";"Универсальная струбцина Калибр УС-150 Купить вна tool.by по тел (029) 130-53-10!";"Универсальная струбцина Калибр УС-150 Купить вна tool.by по тел (029) 130-53-10!";"
"
39112;"Пила дисковая электрическая Ставр ПДЭ-235/2100";140;165;28553;;;;;;;;;pde2100;"Пила дисковая электрическая Ставр ПДЭ-235/2100";"Пила дисковая электрическая Ставр ПДЭ-235/2100";"Пила дисковая электрическая Ставр ПДЭ-235/2100";"
"
26644;"Бензопила Lider 4500";115;131;25488;;;;;;;;;lider-4500;"Бензопила Lider 4500- Купить бензиновую пилу в Минске тел 029 130-53-10!";"Бензопила Lider 4500- Купить бензиновую пилу в Минске тел 029 130-53-10!";"Бензопила Lider 4500- Купить бензиновую пилу в Минске тел 029 130-53-10!";"Автоматическая блокировка цепи, автоматическая смазка цепи, антивибрационная рукоятка!
"
26645;"Бензопила Lider Forest GS 5000";155;172;25488;;;;;;;;;forest-gs-5000;"Бензопила Lider Forest GS 5000 - Купить бензопилу в Минске по тел 029 130-53-10!";"Бензопила Lider Forest GS 5000 - Купить бензопилу в Минске по тел 029 130-53-10!";"Бензопила Lider Forest GS 5000 - Купить бензопилу в Минске по тел 029 130-53-10!";"цепная, мощность: 2500 Вт, шаг цепи: 0.325 дюйма
"
39111;"Пила цепная электрическая Ставр ПЦЭ-40/2000";121;156;28553;;;;;;;;;pce40-2000;"Пила цепная электрическая Ставр ПЦЭ-40/2000";"Пила цепная электрическая Ставр ПЦЭ-40/2000";"Пила цепная электрическая Ставр ПЦЭ-40/2000";"
"
27084;"Аппарат безвоздушного распыления Калибр АБР-650";610;659;5821;;;;;;;;;abr-650;"Аппарат безвоздушного распыления Калибр АБР-650 Купить в Минске по тел 029 130-53-10! Доставка по Беларуси!";"Аппарат безвоздушного распыления Калибр АБР-650 Купить в Минске по тел 029 130-53-10! Доставка по Беларуси!";"Аппарат безвоздушного распыления Калибр АБР-650 Купить в Минске по тел 029 130-53-10! Доставка по Беларуси!";"
"
27497;"Аппарат точечной сварки Telwin DIGITAL CAR PULLER 5000 (380V)";1080;1140;5816;;;;;;;;;telwin-5000;"Аппарат точечной сварки Telwin DIGITAL CAR PULLER 5000 (380V) Купить точечную сварку 029 130-53-10 в Минске!";"Аппарат точечной сварки Telwin DIGITAL CAR PULLER 5000 (380V) Купить точечную сварку 029 130-53-10 в Минске!";"Аппарат точечной сварки Telwin DIGITAL CAR PULLER 5000 (380V) Купить точечную сварку 029 130-53-10 в Минске!";"
"
27758;"Электрический Миксер Энкор МЭ-2 1600Э";145;159;5814;;;;;;;;;me2-1600e;"Электрический Миксер Энкор МЭ-2 1600Э Купить со скидкой 029 130-53-10 в Минске!";"Электрический Миксер Энкор МЭ-2 1600Э Купить со скидкой 029 130-53-10 в Минске!";"Электрический Миксер Энкор МЭ-2 1600Э Купить со скидкой 029 130-53-10 в Минске!";"
"
27838;"Перфоратор DeWALT D 25103 K";200;220;5811;;;5;;;;;;d25103k;"Перфоратор DeWALT D 25103 K Купить перфоратор 25103 k makita, bosch, dewalt, kress 029 130-53-10 в Минске!";"Перфоратор DeWALT D 25103 K Купить перфоратор 25103 makita, bosch, dewalt, kress 029 130-53-10 в Минске!";"Перфоратор DeWALT D 25103 K Купить перфоратор 25103 makita, bosch, dewalt, kress 029 130-53-10 в Минске!";"
"
27844;"Шлифовальная машина DeWALT DWE 4559";240;273;5811;;;;;;;;;DWE4559;"Шлифовальная машина DeWALT DWE4559 Купить болгарку Makita, Bosch 029 130-53-10 DeWalt, Kress, Калибр в Минске!";"Шлифовальная машина DeWALT DWE4559 Купить болгарку Makita, Bosch 029 130-53-10 DeWalt, Kress, Калибр в Минске!";"Шлифовальная машина DeWALT DWE4559 Купить болгарку Makita, Bosch 029 130-53-10 DeWalt, Kress, Калибр в Минске!";"Двигатель оснащен системой пылеудаления
"
27866;"Шлифовальная машина Makita 9558 HNK";140;155;5827;;;;;;;;;9558HN;"Шлифовальная машина Makita 9558HN Купить makita, bosch, dewalt, kress, калибр энкор со склада 029 130-53-10 в Минске!";"Шлифовальная машина Makita 9558HN Купить makita, bosch, dewalt, kress, калибр энкор со склада 029 130-53-10 в Минске!";"Шлифовальная машина Makita 9558HN Купить makita, bosch, dewalt, kress, калибр энкор со склада 029 130-53-10 в Минске!";"
"
